work_year,job_title,salary,salary_currency,salary_in_usd,employee_residence,company_location,experience_level,employment_type,remote_type,company_size
2022,Data Engineer,63900,USD,63900,US,US,Mid_Level,Full_time,On_site,Medium
2022,Machine Learning Scientist,160000,USD,160000,US,US,Mid_Level,Full_time,Remote,Large
2022,Machine Learning Scientist,112300,USD,112300,US,US,Mid_Level,Full_time,Remote,Large
2022,Data Science Manager,241000,USD,241000,US,US,Mid_Level,Full_time,Remote,Medium
2022,Data Science Manager,159000,USD,159000,US,US,Mid_Level,Full_time,Remote,Medium
2022,Data Engineer,82900,USD,82900,US,US,Mid_Level,Full_time,On_site,Medium
2022,Machine Learning Engineer,120000,USD,120000,US,US,Mid_Level,Full_time,Remote,Small
2022,NLP Engineer,240000,CNY,37236,US,US,Mid_Level,Full_time,Hybrid,Large
2022,Data Analyst,135000,USD,135000,US,US,Mid_Level,Full_time,Remote,Medium
2022,Data Analyst,50000,USD,50000,US,US,Mid_Level,Full_time,Remote,Medium
2022,Data Scientist,200000,USD,200000,US,US,Mid_Level,Full_time,Remote,Medium
2022,Data Scientist,120000,USD,120000,US,US,Mid_Level,Full_time,Remote,Medium
2022,Machine Learning Scientist,153000,USD,153000,US,US,Mid_Level,Full_time,Hybrid,Medium
2022,Applied Data Scientist,157000,USD,157000,US,US,Mid_Level,Full_time,Remote,Large
2022,Data Scientist,135000,USD,135000,US,US,Mid_Level,Full_time,Remote,Large
2022,Data Scientist,78000,USD,78000,US,US,Mid_Level,Full_time,Remote,Medium
2022,Data Scientist,141300,USD,141300,US,US,Mid_Level,Full_time,On_site,Medium
2022,Data Scientist,102100,USD,102100,US,US,Mid_Level,Full_time,On_site,Medium
2022,Data Engineer,206699,USD,206699,US,US,Mid_Level,Full_time,On_site,Medium
2022,Data Engineer,99100,USD,99100,US,US,Mid_Level,Full_time,On_site,Medium
2022,Data Scientist,160000,USD,160000,US,US,Mid_Level,Full_time,Remote,Medium
2022,Data Scientist,130000,USD,130000,US,US,Mid_Level,Full_time,Remote,Medium
2021,Applied Machine Learning Scientist,38400,USD,38400,VN,US,Mid_Level,Full_time,Remote,Medium
2020,Lead Data Engineer,125000,USD,125000,NZ,NZ,Senior_Level,Full_time,Hybrid,Small
2020,Data Engineer,720000,MXN,33511,MX,MX,Senior_Level,Full_time,On_site,Small
2020,Machine Learning Engineer,40000,EUR,45618,HR,HR,Senior_Level,Full_time,Remote,Small
2021,Data Analyst,80000,USD,80000,BG,US,Senior_Level,Full_time,Remote,Small
2021,Machine Learning Engineer,70000,EUR,82744,BE,BE,Senior_Level,Full_time,Hybrid,Medium
2021,Data Engineer,65000,EUR,76833,RO,GB,Senior_Level,Full_time,Hybrid,Small
2021,Lead Data Engineer,160000,USD,160000,PR,US,Senior_Level,Full_time,Hybrid,Small
2021,Head of Data,87000,EUR,102839,SI,SI,Senior_Level,Full_time,Remote,Large
2022,Data Science Engineer,60000,USD,60000,AR,MX,Senior_Level,Full_time,Remote,Large
2022,Head of Data,200000,USD,200000,MY,US,Senior_Level,Full_time,Remote,Medium
2022,Machine Learning Engineer,65000,EUR,71444,IE,IE,Senior_Level,Full_time,Remote,Small
2022,Machine Learning Engineer,120000,USD,120000,AE,AE,Senior_Level,Full_time,Remote,Small
2022,Machine Learning Engineer,65000,USD,65000,AE,AE,Senior_Level,Full_time,Remote,Small
2020,Data Scientist,80000,EUR,91237,AT,AT,Senior_Level,Full_time,On_site,Small
2021,Computer Vision Engineer,24000,USD,24000,BR,BR,Senior_Level,Full_time,Remote,Medium
2021,Cloud Data Engineer,160000,USD,160000,BR,US,Senior_Level,Full_time,Remote,Small
2021,Computer Vision Engineer,102000,BRL,18907,BR,BR,Senior_Level,Full_time,On_site,Medium
2022,Data Scientist,100000,USD,100000,BR,US,Senior_Level,Full_time,Remote,Medium
2020,Machine Learning Manager,157000,CAD,117104,CA,CA,Senior_Level,Full_time,Hybrid,Large
2021,Data Science Engineer,159500,CAD,127221,CA,CA,Senior_Level,Full_time,Hybrid,Large
2021,Research Scientist,120500,CAD,96113,CA,CA,Senior_Level,Full_time,Hybrid,Large
2021,Data Scientist,110000,CAD,87738,CA,CA,Senior_Level,Full_time,Remote,Small
2021,Data Analyst,90000,CAD,71786,CA,CA,Senior_Level,Full_time,Remote,Medium
2021,Data Scientist,130000,CAD,103691,CA,CA,Senior_Level,Full_time,Remote,Large
2021,Big Data Architect,125000,CAD,99703,CA,CA,Senior_Level,Full_time,Hybrid,Medium
2022,Data Architect,192400,USD,192400,CA,CA,Senior_Level,Full_time,Remote,Medium
2022,Data Architect,90700,USD,90700,CA,CA,Senior_Level,Full_time,Remote,Medium
2022,Data Analyst,130000,USD,130000,CA,CA,Senior_Level,Full_time,Remote,Medium
2022,Data Analyst,61300,USD,61300,CA,CA,Senior_Level,Full_time,Remote,Medium
2022,Data Analyst,130000,USD,130000,CA,CA,Senior_Level,Full_time,Remote,Medium
2022,Data Analyst,61300,USD,61300,CA,CA,Senior_Level,Full_time,Remote,Medium
2022,Machine Learning Developer,100000,CAD,78791,CA,CA,Senior_Level,Full_time,Remote,Medium
2020,Principal Data Scientist,130000,EUR,148261,DE,DE,Senior_Level,Full_time,Remote,Medium
2021,Data Analytics Engineer,67000,EUR,79197,DE,DE,Senior_Level,Full_time,Remote,Large
2021,Machine Learning Engineer,80000,EUR,94564,DE,DE,Senior_Level,Full_time,Hybrid,Large
2021,Principal Data Scientist,147000,EUR,173762,DE,DE,Senior_Level,Full_time,Remote,Medium
2021,Data Analyst,54000,EUR,63831,DE,DE,Senior_Level,Full_time,Hybrid,Large
2022,Lead Machine Learning Engineer,80000,EUR,87932,DE,DE,Senior_Level,Full_time,On_site,Medium
2022,Principal Data Scientist,148000,EUR,162674,DE,DE,Senior_Level,Full_time,Remote,Medium
2021,AI Scientist,55000,USD,55000,ES,ES,Senior_Level,Full_time,Remote,Large
2021,Data Scientist,45000,EUR,53192,FR,FR,Senior_Level,Full_time,Hybrid,Large
2021,Research Scientist,50000,USD,50000,FR,US,Senior_Level,Full_time,Remote,Small
2021,Data Scientist,65720,EUR,77684,FR,FR,Senior_Level,Full_time,Hybrid,Medium
2022,Research Scientist,85000,EUR,93427,FR,FR,Senior_Level,Full_time,Hybrid,Large
2020,Big Data Engineer,85000,GBP,109024,GB,GB,Senior_Level,Full_time,Hybrid,Medium
2021,Director of Data Engineering,82500,GBP,113476,GB,GB,Senior_Level,Full_time,Remote,Medium
2021,Lead Data Engineer,75000,GBP,103160,GB,GB,Senior_Level,Full_time,Remote,Small
2021,Finance Data Analyst,45000,GBP,61896,GB,GB,Senior_Level,Full_time,Hybrid,Large
2021,Data Engineer,70000,GBP,96282,GB,GB,Senior_Level,Full_time,Hybrid,Large
2022,Data Scientist,90000,GBP,117789,GB,GB,Senior_Level,Full_time,On_site,Medium
2022,Data Scientist,80000,GBP,104702,GB,GB,Senior_Level,Full_time,On_site,Medium
2022,Data Engineer,60000,GBP,78526,GB,GB,Senior_Level,Full_time,On_site,Medium
2022,Data Engineer,50000,GBP,65438,GB,GB,Senior_Level,Full_time,On_site,Medium
2020,Data Engineer,42000,EUR,47899,GR,GR,Senior_Level,Full_time,Hybrid,Large
2020,Data Scientist,60000,EUR,68428,GR,US,Senior_Level,Full_time,Remote,Large
2021,Marketing Data Analyst,75000,EUR,88654,GR,DK,Senior_Level,Full_time,Remote,Large
2021,Lead Data Scientist,3000000,INR,40570,IN,IN,Senior_Level,Full_time,Hybrid,Large
2021,Machine Learning Engineer,1799997,INR,24342,IN,IN,Senior_Level,Full_time,Remote,Large
2021,Data Science Manager,4000000,INR,54094,IN,US,Senior_Level,Full_time,Hybrid,Large
2021,Machine Learning Engineer,4900000,INR,66265,IN,IN,Senior_Level,Full_time,On_site,Large
2021,Data Science Manager,7000000,INR,94665,IN,IN,Senior_Level,Full_time,Hybrid,Large
2020,Machine Learning Scientist,260000,USD,260000,JP,JP,Senior_Level,Full_time,On_site,Small
2021,Director of Data Science,168000,USD,168000,JP,JP,Senior_Level,Full_time,On_site,Small
2022,Machine Learning Engineer,57000,EUR,62651,NL,NL,Senior_Level,Full_time,Remote,Large
2020,Big Data Engineer,100000,EUR,114047,PL,GB,Senior_Level,Full_time,Remote,Small
2021,Research Scientist,51400,EUR,60757,PT,PT,Senior_Level,Full_time,Hybrid,Large
2020,Computer Vision Engineer,60000,USD,60000,RU,US,Senior_Level,Freelance,Remote,Small
2021,Data Scientist,180000,TRY,20171,TR,TR,Senior_Level,Full_time,Hybrid,Large
2020,Machine Learning Engineer,150000,USD,150000,US,US,Senior_Level,Full_time,Hybrid,Large
2020,Lead Data Scientist,190000,USD,190000,US,US,Senior_Level,Full_time,Remote,Small
2020,Data Engineer,188000,USD,188000,US,US,Senior_Level,Full_time,Remote,Large
2020,Data Scientist,120000,USD,120000,US,US,Senior_Level,Full_time,Hybrid,Large
2020,Data Scientist,412000,USD,412000,US,US,Senior_Level,Full_time,Remote,Large
2020,Data Science Manager,190200,USD,190200,US,US,Senior_Level,Full_time,Remote,Medium
2021,Lead Data Analyst,170000,USD,170000,US,US,Senior_Level,Full_time,Remote,Large
2021,Lead Data Engineer,276000,USD,276000,US,US,Senior_Level,Full_time,On_site,Large
2021,Data Engineer,150000,USD,150000,US,US,Senior_Level,Full_time,Remote,Large
2021,Data Engineer,115000,USD,115000,US,US,Senior_Level,Full_time,Remote,Small
2021,Data Engineer,150000,USD,150000,US,US,Senior_Level,Full_time,Remote,Medium
2021,Principal Data Engineer,200000,USD,200000,US,US,Senior_Level,Full_time,Remote,Medium
2021,Machine Learning Scientist,120000,USD,120000,US,US,Senior_Level,Full_time,Hybrid,Small
2021,Principal Data Scientist,220000,USD,220000,US,US,Senior_Level,Full_time,On_site,Large
2021,Data Science Manager,240000,USD,240000,US,US,Senior_Level,Full_time,On_site,Large
2021,Data Engineering Manager,150000,USD,150000,US,US,Senior_Level,Full_time,On_site,Large
2021,Data Engineering Manager,153000,USD,153000,US,US,Senior_Level,Full_time,Remote,Large
2021,Data Science Manager,144000,USD,144000,US,US,Senior_Level,Full_time,Remote,Large
2021,Data Analytics Manager,120000,USD,120000,US,US,Senior_Level,Full_time,Remote,Medium
2021,Data Specialist,165000,USD,165000,US,US,Senior_Level,Full_time,Remote,Large
2021,Principal Data Scientist,235000,USD,235000,US,US,Senior_Level,Full_time,Remote,Large
2021,Data Engineering Manager,174000,USD,174000,US,US,Senior_Level,Full_time,Remote,Large
2021,Data Science Manager,152000,USD,152000,US,FR,Senior_Level,Full_time,Remote,Large
2021,Data Science Manager,174000,USD,174000,US,US,Senior_Level,Full_time,Remote,Large
2021,Machine Learning Infrastructure Engineer,195000,USD,195000,US,US,Senior_Level,Full_time,Remote,Medium
2021,Machine Learning Engineer,200000,USD,200000,US,US,Senior_Level,Full_time,Remote,Large
2021,Data Engineer,165000,USD,165000,US,US,Senior_Level,Full_time,On_site,Medium
2021,Data Analytics Manager,120000,USD,120000,US,US,Senior_Level,Full_time,On_site,Large
2021,Principal Data Engineer,185000,USD,185000,US,US,Senior_Level,Full_time,Remote,Large
2021,Data Analytics Manager,140000,USD,140000,US,US,Senior_Level,Full_time,Remote,Large
2021,Machine Learning Scientist,225000,USD,225000,US,CA,Senior_Level,Full_time,Remote,Large
2021,Data Scientist,135000,USD,135000,US,US,Senior_Level,Full_time,On_site,Large
2021,ML Engineer,256000,USD,256000,US,US,Senior_Level,Full_time,Remote,Small
2021,Director of Data Engineering,200000,USD,200000,US,US,Senior_Level,Full_time,Remote,Large
2021,Data Analyst,200000,USD,200000,US,US,Senior_Level,Full_time,Remote,Large
2021,Data Scientist,165000,USD,165000,US,US,Senior_Level,Full_time,Remote,Large
2021,Principal Data Analyst,170000,USD,170000,US,US,Senior_Level,Full_time,Remote,Medium
2021,Machine Learning Engineer,185000,USD,185000,US,US,Senior_Level,Full_time,Hybrid,Large
2021,Staff Data Scientist,105000,USD,105000,US,US,Senior_Level,Contract,Remote,Medium
2022,Data Engineer,135000,USD,135000,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Analyst,155000,USD,155000,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Analyst,120600,USD,120600,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Analyst,102100,USD,102100,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Analyst,84900,USD,84900,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Scientist,136620,USD,136620,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Scientist,99360,USD,99360,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Scientist,146000,USD,146000,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Scientist,123000,USD,123000,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Analyst,99000,USD,99000,US,US,Senior_Level,Full_time,On_site,Medium
2022,Data Analyst,116000,USD,116000,US,US,Senior_Level,Full_time,On_site,Medium
2022,Data Scientist,165220,USD,165220,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Scientist,120160,USD,120160,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Analyst,90320,USD,90320,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Engineer,181940,USD,181940,US,US,Senior_Level,Full_time,On_site,Medium
2022,Data Engineer,132320,USD,132320,US,US,Senior_Level,Full_time,On_site,Medium
2022,Data Engineer,220110,USD,220110,US,US,Senior_Level,Full_time,On_site,Medium
2022,Data Engineer,160080,USD,160080,US,US,Senior_Level,Full_time,On_site,Medium
2022,Data Scientist,180000,USD,180000,US,US,Senior_Level,Full_time,On_site,Large
2022,Data Scientist,120000,USD,120000,US,US,Senior_Level,Full_time,On_site,Large
2022,Data Analyst,124190,USD,124190,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Analyst,170000,USD,170000,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Analyst,112900,USD,112900,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Analyst,90320,USD,90320,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Analyst,112900,USD,112900,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Analyst,90320,USD,90320,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Engineer,165400,USD,165400,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Engineer,132320,USD,132320,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Engineer,243900,USD,243900,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Analyst,136600,USD,136600,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Analyst,109280,USD,109280,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Engineer,128875,USD,128875,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Engineer,93700,USD,93700,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Engineer,156600,USD,156600,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Engineer,108800,USD,108800,US,US,Senior_Level,Full_time,On_site,Medium
2022,Data Scientist,95550,USD,95550,US,US,Senior_Level,Full_time,On_site,Medium
2022,Data Engineer,113000,USD,113000,US,US,Senior_Level,Full_time,On_site,Large
2022,Data Analyst,135000,USD,135000,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Science Manager,161342,USD,161342,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Science Manager,137141,USD,137141,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Scientist,167000,USD,167000,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Scientist,123000,USD,123000,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Scientist,150000,USD,150000,US,US,Senior_Level,Full_time,On_site,Medium
2022,Data Scientist,211500,USD,211500,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Engineer,160000,USD,160000,US,US,Senior_Level,Full_time,On_site,Large
2022,Data Scientist,138600,USD,138600,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Engineer,136000,USD,136000,US,US,Senior_Level,Full_time,On_site,Medium
2022,Data Scientist,170000,USD,170000,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Scientist,123000,USD,123000,US,US,Senior_Level,Full_time,Remote,Medium
2022,Machine Learning Engineer,189650,USD,189650,US,US,Senior_Level,Full_time,On_site,Medium
2022,Machine Learning Engineer,164996,USD,164996,US,US,Senior_Level,Full_time,On_site,Medium
2022,Data Analyst,132000,USD,132000,US,US,Senior_Level,Full_time,On_site,Medium
2022,Data Engineer,165400,USD,165400,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Architect,208775,USD,208775,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Architect,147800,USD,147800,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Engineer,136994,USD,136994,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Engineer,101570,USD,101570,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Analyst,128875,USD,128875,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Analyst,93700,USD,93700,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Engineer,132320,USD,132320,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Analyst,164000,USD,164000,US,US,Senior_Level,Full_time,On_site,Medium
2022,Data Engineer,155000,USD,155000,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Analyst,112900,USD,112900,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Analyst,90320,USD,90320,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Analytics Manager,145000,USD,145000,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Analytics Manager,105400,USD,105400,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Scientist,215300,USD,215300,US,US,Senior_Level,Full_time,Remote,Large
2022,Data Scientist,158200,USD,158200,US,US,Senior_Level,Full_time,Remote,Large
2022,Data Engineer,209100,USD,209100,US,US,Senior_Level,Full_time,Remote,Large
2022,Data Engineer,154600,USD,154600,US,US,Senior_Level,Full_time,Remote,Large
2022,Data Analyst,115934,USD,115934,US,US,Senior_Level,Full_time,On_site,Medium
2022,Data Analyst,81666,USD,81666,US,US,Senior_Level,Full_time,On_site,Medium
2022,Data Engineer,175000,USD,175000,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Engineer,183600,USD,183600,US,US,Senior_Level,Full_time,Remote,Large
2022,Data Scientist,180000,USD,180000,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Scientist,260000,USD,260000,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Scientist,180000,USD,180000,US,US,Senior_Level,Full_time,On_site,Medium
2022,Data Scientist,80000,USD,80000,US,US,Senior_Level,Full_time,On_site,Medium
2022,Data Engineer,100800,USD,100800,US,US,Senior_Level,Full_time,Remote,Large
2022,Data Scientist,140400,USD,140400,US,US,Senior_Level,Full_time,On_site,Large
2022,Machine Learning Engineer,189650,USD,189650,US,US,Senior_Level,Full_time,On_site,Medium
2022,Machine Learning Engineer,164996,USD,164996,US,US,Senior_Level,Full_time,On_site,Medium
2022,Data Scientist,215300,USD,215300,US,US,Senior_Level,Full_time,On_site,Large
2022,Data Engineer,209100,USD,209100,US,US,Senior_Level,Full_time,Remote,Large
2022,Data Engineer,154600,USD,154600,US,US,Senior_Level,Full_time,Remote,Large
2022,Data Engineer,180000,USD,180000,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Engineer,80000,USD,80000,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Engineer,105000,USD,105000,US,US,Senior_Level,Full_time,Remote,Medium
2022,Research Scientist,144000,USD,144000,US,US,Senior_Level,Full_time,Hybrid,Large
2022,Data Scientist,104890,USD,104890,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Engineer,100000,USD,100000,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Scientist,140000,USD,140000,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Scientist,220000,USD,220000,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Scientist,140000,USD,140000,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Scientist,185100,USD,185100,US,US,Senior_Level,Full_time,Remote,Medium
2022,Machine Learning Engineer,220000,USD,220000,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Engineer,210000,USD,210000,US,US,Senior_Level,Full_time,Remote,Medium
2022,Machine Learning Engineer,120000,USD,120000,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Scientist,230000,USD,230000,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Scientist,165000,USD,165000,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Engineer,115000,USD,115000,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Science Manager,152500,USD,152500,US,US,Senior_Level,Full_time,Remote,Medium
2022,Applied Data Scientist,380000,USD,380000,US,US,Senior_Level,Full_time,Remote,Large
2022,Data Analytics Lead,405000,USD,405000,US,US,Senior_Level,Full_time,Remote,Large
2022,Applied Data Scientist,177000,USD,177000,US,US,Senior_Level,Full_time,Remote,Large
2022,Data Analyst,135000,USD,135000,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Analyst,100000,USD,100000,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Analyst,90320,USD,90320,US,US,Senior_Level,Full_time,Remote,Medium
2022,Machine Learning Engineer,214000,USD,214000,US,US,Senior_Level,Full_time,Remote,Medium
2022,Machine Learning Engineer,192600,USD,192600,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Architect,266400,USD,266400,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Architect,213120,USD,213120,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Analyst,112900,USD,112900,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Engineer,155000,USD,155000,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Analyst,115934,USD,115934,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Analyst,81666,USD,81666,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Engineer,130000,USD,130000,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Engineer,115000,USD,115000,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Engineer,110500,USD,110500,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Engineer,130000,USD,130000,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Analyst,99050,USD,99050,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Engineer,160000,USD,160000,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Scientist,205300,USD,205300,US,US,Senior_Level,Full_time,On_site,Large
2022,Data Scientist,140400,USD,140400,US,US,Senior_Level,Full_time,On_site,Large
2022,Data Scientist,176000,USD,176000,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Scientist,144000,USD,144000,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Engineer,200100,USD,200100,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Engineer,160000,USD,160000,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Engineer,145000,USD,145000,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Engineer,70500,USD,70500,US,US,Senior_Level,Full_time,On_site,Medium
2022,Data Scientist,205300,USD,205300,US,US,Senior_Level,Full_time,On_site,Medium
2022,Data Scientist,140400,USD,140400,US,US,Senior_Level,Full_time,On_site,Medium
2022,Analytics Engineer,205300,USD,205300,US,US,Senior_Level,Full_time,On_site,Medium
2022,Analytics Engineer,184700,USD,184700,US,US,Senior_Level,Full_time,On_site,Medium
2022,Data Engineer,175100,USD,175100,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Engineer,140250,USD,140250,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Analyst,116150,USD,116150,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Engineer,54000,USD,54000,US,US,Senior_Level,Full_time,On_site,Medium
2022,Data Analyst,170000,USD,170000,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Analyst,80000,USD,80000,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Scientist,140000,USD,140000,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Scientist,210000,USD,210000,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Scientist,140000,USD,140000,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Analyst,100000,USD,100000,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Analyst,69000,USD,69000,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Scientist,210000,USD,210000,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Scientist,140000,USD,140000,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Scientist,210000,USD,210000,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Analyst,150075,USD,150075,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Engineer,100000,USD,100000,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Engineer,25000,USD,25000,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Analyst,126500,USD,126500,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Analyst,106260,USD,106260,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Engineer,220110,USD,220110,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Engineer,160080,USD,160080,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Analyst,105000,USD,105000,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Analyst,110925,USD,110925,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Scientist,140000,USD,140000,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Analyst,99000,USD,99000,US,US,Senior_Level,Full_time,On_site,Medium
2022,Data Analyst,60000,USD,60000,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Architect,192564,USD,192564,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Architect,144854,USD,144854,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Scientist,230000,USD,230000,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Scientist,150000,USD,150000,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Analytics Manager,150260,USD,150260,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Analytics Manager,109280,USD,109280,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Scientist,210000,USD,210000,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Analyst,170000,USD,170000,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Engineer,154000,USD,154000,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Engineer,126000,USD,126000,US,US,Senior_Level,Full_time,Remote,Medium
2022,Data Analyst,129000,USD,129000,US,US,Senior_Level,Full_time,On_site,Medium
2022,Data Analyst,150000,USD,150000,US,US,Senior_Level,Full_time,Remote,Medium
2021,Data Analytics Engineer,50000,USD,50000,VN,GB,Senior_Level,Full_time,Remote,Medium
